,技能名稱,預設,主手裝備,副手裝備,身體裝備,效果編號,效果類別名稱,屬性名稱,屬性值,屬性追加,消耗MP,射程,類型,連擊,動作時間,詠唱/蓄力時間,屬性值-英文,屬性值-日文,屬性值-簡中
13,,非預設,雙手劍,,,1,effect,critical_rate,SLv*5,,,,,,,,,,
,,,,,,,,def,-100+SLv,%,,,,,,,,,
,,,,,,,,mdef,-100+SLv,%,,,,,,,,,
13,,非預設,雙劍,,,1,effect,def,-100+SLv,%,,,,,,,,,
,,,,,,,,mdef,-100+SLv,%,,,,,,,,,
13,,非預設,,,,1,effect,def,-100+SLv,%,,,,,,,,,
,,,,,,,,mdef,-100+SLv,%,,,,,,,,,
,,,,,,,,stability_main,-100+SLv*5,,,,,,,,,,
,,,,,,,,duration,10,,,,,,,,,,
,,,,,,2,,,,,,,,,,,,,
14,快速蹴擊,預設,單手劍,,,1,proration,damage,normal_attack,,300 ,main,瞬發,可以放入連擊,快,,,,
,,,,,,2,damage,constant,"Math.min(3*(SLv+1)*(SLv+1),300)",,,,,,,,,,
,,,,,,,,multiplier,"Math.min(30+5*SLv,75)",,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,,,,
,,,,,,3,next,condition,技能等級10時,,,,,,,,When skill Lv10,,技能等级10时
,,,,,,,,caption,下一招技能#[MP消耗減半]。,,,,,,,,next skill #[MP cost halves].,,下一招技能#[MP消耗减半]。
,,,,,,4,,,,,,,,,,,,,
14,,非預設,雙手劍,,,,,,,,,,,,,,,,
14,,非預設,雙劍,,,2,,ailment_name,翻覆,,200 ,,,,,,Tumble,,翻覆
,,,,,,,,ailment_chance,10*SLv,,,,,,,,,,
,,,,,,4,text,text,2020/10/22技能調整：雙劍可使用本技能。,,,,,,,,2020/10/22 Skill adjustment: Dual sword can use this skill.,,2020/10/22技能调整：双剑可使用本技能。
15,完封,預設,單手劍,,,1,text,text,對目標造成完封。若目標處於#[膽怯]/#[翻覆]/#[昏厥]任一狀態中，且未處於#[出血]，則完封將改為完全比賽。,,100 ,main,瞬發,可以放入連擊,一般,,"Shutout to your target. If target is afflicted by #[Flinch]/#[Tumble]/#[Stun], and not #[Bleed], Shutout will be changed to Perfect Game",,对目标造成完封。若目标处于#[胆怯]/#[翻覆]/#[昏厥]任一状态中，且未处于#[出血]，则完封将改为完全比赛。
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,mark,"完封,完全比賽",,,,,,,,"Shutout, Perfect Game",,"完封,完全比赛"
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,2,damage,name,完封,,,,,,,,Shutout,,完封
,,,,,,,,constant,100,,,,,,,,,,
,,,,,,,,multiplier,500+$BDEX*0.5,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,,,,
,,,,,,3,damage,name,完全比賽,,,,,,,,Perfect Game,,完全比赛
,,,,,,,,constant,100,,,,,,,,,,
,,,,,,,,multiplier,1000+150*SLv+$BDEX,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,ailment_name,出血,,,,,,,,Bleed,,出血
,,,,,,,,ailment_chance,100,,,,,,,,,,
,,,,,,5,extra,physical_pierce,300,~,,,,,,,,,
,,,,,,-,list,text,本技能的出血狀態，持續10秒，抵抗10秒。,,,,,,,,Bleed will last 10 seconds and have a 10 seconds resistance for this skill.,,本技能的出血状态，持续10秒，抵抗10秒。
,,,,,,4,,,,,,,,,,,,,
,,,,,,-,tips,text,完封與完全比賽,,,,,,,,Shutout and Perfect Game,,完封与完全比赛
,,,,,,-,group,size,2,,,,,,,,,,
,,,,,,-,reference,url,https://zh.wikipedia.org/wiki/%E5%AE%8C%E5%B0%81,,,,,,,,,,
,,,,,,,,url_text,完封,,,,,,,,Shutout,,完封
,,,,,,,,,,,,,,,,,,,
,,,,,,-,reference,url,https://zh.wikipedia.org/wiki/%E5%AE%8C%E5%85%A8%E6%AF%94%E8%B3%BD,,,,,,,,,,
,,,,,,,,url_text,完全比賽,,,,,,,,Perfect Game,,完全比赛
15,,非預設,雙手劍,,,2,,multiplier,500+100*SLv,,,,,,極慢,,,,
,,,,,,,,action_frame,122~122,,,,,,,,,,
,,,,,,3,,multiplier,1000+100*SLv,,,,,,,,,,
,,,,,,4,list,text,雙手劍使用時，本技能不受行動速度影響。,,,,,,,,Skill is not affect by motion speed if used by Two-Handed Sword.,,双手剑使用时，本技能不受行动速度影响。
,,,,,,5,,,,,,,,,,,,,
15,,非預設,雙劍,,,2,,constant,200,,,,,,,,,,
,,,,,,,,multiplier,500+$BAGI*0.25,,,,,,,,,,
,,,,,,3,,constant,200,,,,,,,,,,
,,,,,,,,multiplier,1000+150*SLv+$BAGI*0.5,,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
15,,歷史紀錄,0,2022/04/07,,2,,multiplier,500,,,,,,,,,,
15,,歷史紀錄,0,2022/06/23,,-,text,text,變更異常狀態#[出血]對怪物的效果。,,,,,,,,Change effect on target of ailment #[Bleed],,变更异常状态#[出血]对怪物的效果。
15,,歷史紀錄,1,2022/06/23,,-,text,text,變更異常狀態#[出血]對怪物的效果。,,,,,,,,Change effect on target of ailment #[Bleed],,变更异常状态#[出血]对怪物的效果。
15,,歷史紀錄,2,2022/06/23,,-,text,text,"隨等級250開放，雙劍始可使用此技能。
變更異常狀態#[出血]對怪物的效果。",,,,,,,,"Upon level cap 250's release, dual swords can now use this skill.<br>Change effect on target of ailment #[Bleed]",,"随等级250开放，双剑始可使用此技能。
变更异常状态#[出血]对怪物的效果。"
16,月弧斬,預設,雙手劍,,,-,text,text,以月弧斬向上劈砍對象，並以月之刃追加攻擊。,,400 ,main,瞬發,可以放入連擊,稍快,,"Slash your target upwards with Lunar Slash, and additional attack with Magic Blade",,以月弧斩向上劈砍对象，并以月之刃追加攻击。
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,branch,"月弧斬, 月之刃",,,,,,,,"Lunar Slash, Magic Blade",,"月弧斩, 月之刃"
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,-,damage,name,月弧斬,,,,,,,,Lunar Slash,,月弧斩
,,,,,,,,constant,400,,,,,,,,,,
,,,,,,,,multiplier,1000,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,mark,"月弧斬, 月之刃",,,,,,,,"Lunar Slash, Magic Blade",,"月弧斩, 月之刃"
,,,,,,,,action_frame,92~52,,,,,,,,,,
,,,,,,-,space,#,,,,,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,,,proration,none,,,,,,,,,,
,,,,,,-,damage,name,月之刃,,,,,,,,Magic Blade,,月之刃
,,,,,,,,constant,$BINT/2,,,,,,,,,,
,,,,,,,,multiplier,$STR*0.1*SLv,,,,,,,,,,
,,,,,,,,ailment_name,疲勞,,,,,,,,Fatigue,,疲劳
,,,,,,,,ailment_chance,6*SLv,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,1,text,text,雙手劍使用後，將累積月之刃層數。該層數會在其他攻擊技能命中敵人時，進行月之刃(追擊)。,,,,,,,,"When used by 2-Handed Sword, Magic Blade will gain stacks. The stacks will be used to perform Magic Blade when other attack skills hit any target.",,双手剑使用后，将累积月之刃层数。该层数会在其他攻击技能命中敌人时，进行月之刃(追击)。
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,mark,"其他攻擊技能,月之刃層數,月之刃(追擊)",,,,,,,,"Other attack skill, Magic Blade stacks, Magic Blade(Additional Attack)",,"其他攻击技能,月之刃层数,月之刃(追击)"
,,,,,,-,list,text,至少能獲得1層月之刃層數。當置於連擊中且非起始技時，給予的月之刃層數變為((#[連擊位置]-1))層。,,,,,,,,"At least 1 stack of Magic Blade will be gained. When placed not the first skill in a combo, stacks gained will be changed to ((#[Combo Position]-1)).",,至少能获得1层月之刃层数。当置于连击中且非起始技时，给予的月之刃层数变为((#[连击位置]-1))层。
,,,,,,,,mark,"月之刃層數,月之刃(追擊)",,,,,,,,"Magic Blade stacks, Magic Blade(Additional Attack)",,"月之刃层数,月之刃(追击)"
,,,,,,-,list,text,月之刃層數最高可累積9層，每次發動月之刃(追擊)時消耗一層。,,,,,,,,"Magic Blade can be up to 9 stacks, each Magic Blade will consume one stack.",,月之刃层数最高可累积9层，每次发动月之刃(追击)时消耗一层。
,,,,,,,,mark,"月之刃層數,月之刃(追擊)",,,,,,,,"Magic Blade stacks, Magic Blade(Additional Attack)",,"月之刃层数,月之刃(追击)"
,,,,,,-,list,text,與傷害段數無關，每個技能對單個目標最多造成一次追擊；當目標被其他技能擊殺時，月之刃不會追擊；若是範圍技能命中多個目標，則每次追擊均會扣減層數。,,,,,,,,"Regardless of the hit count, each skill will cause at most one additional attack to a single target; When target is killed by other skills, Magic Blade will not be performed; If multiple targets are hit by AOE skills, then each additional attack will consume one stack.",,与伤害段数无关，每个技能对单个目标最多造成一次追击；当目标被其他技能击杀时，月之刃不会追击；若是范围技能命中多个目标，则每次追击均会扣减层数。
,,,,,,,,mark,"月之刃層數, 月之刃",,,,,,,,"Magic Blade stacks, Magic Blade",,"月之刃层数, 月之刃"
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,,,proration,none,,,,,,,,,,
,,,,,,-,damage,name,月之刃(追擊),,,,,,,,Magic Blade(Additional Attack),,月之刃(追击)
,,,,,,,,constant,$BINT,,,,,,,,,,
,,,,,,,,multiplier,$STR*0.1*SLv,,,,,,,,,,
,,,,,,,,combo_rate,0,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,-,extra,caption,此傷害的暴擊率為((${10*SLv}+角色CRT))%，不受裝備或其他狀態影響（但會受怪物的抵抗暴擊能力影響）。,,,,,,,,"Crit chance of this damage is ((${10*SLv}+Character CRT))%, not affected by armour or any other buffs(but is affected by mob's crit resistance).",,此伤害的暴击率为((${10*SLv}+角色CRT))%，不受装备或其他状态影响（但会受怪物的抵抗暴击能力影响）。
,,,,,,-,extra,caption,此傷害不受連擊效果影響。,,,,,,,,This damage is not affected by combo effects,,此伤害不受连击效果影响。
16,,非預設,單手劍,,,1,text,text,（以下效果僅限雙手劍）使用後，將累積月之刃層數。該層數會在其他攻擊技能命中敵人時，進行月之刃(追擊)。,,,,,,,,"(Only applies to 2-Handed Swords)Gain Magic Blade stacks after casting, The stacks will be used to performed Magic Blade(Additional Attack) when other attack skills hit any enemies",,（以下效果仅限双手剑）使用后，将累积月之刃层数。该层数会在其他攻击技能命中敌人时，进行月之刃(追击)。
17,靈氣之刃,預設,單手劍,,,-,text,text,以靈氣之刃向周圍斬擊，並獲得靈氣狀態。,,200 ,-,瞬發,可以放入連擊,慢,,"Slash your surroundings with Aura Blade, and gain Aura buff",,以灵气之刃向周围斩击，并获得灵气状态。
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,branch,"靈氣之刃, 靈氣",,,,,,,,"Aura Blade, Aura",,"灵气之刃, 灵气"
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,1,damage,name,靈氣之刃,,,,,,,,Aura Blade,,灵气之刃
,,,,,,,,constant,200,,,,,,,,,,
,,,,,,,,multiplier,500+100*SLv,,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,,,radius,3.5,,,,,,,,,,
,,,,,,,,end_position,self,,,,,,,,,,
,,,,,,,,frequency,2,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,action_frame,182~97,,,,,,,,,,
,,,,,,2,effect,name,靈氣,,,,,,,,Aura,,灵气
,,,,,,,,additional_meele,10*SLv,,,,,,,,,,
,,,,,,,,duration,40,,,,,,,,,,
,,,,,,3,extra,total_damage_B,20,,,,,,,,,,
,,,,,,,,,,,,,,,,,"All skills, next skill",,
,,,,,,,,condition,所有技能,,,,,,,,All skills,,所有技能
,,,,,,4,extra,caption,延長此狀態效果10秒,,,,,,,,Buff duration increased for 10 seconds,,延长此状态效果10秒
,,,,,,,,condition,獲得破壞之刃的劍芒狀態時,,,,,,,,When Sword Tip is present,,获得破坏之刃的剑芒状态时
,,,,,,-,list,text,靈氣效果對本技能自身無效。,,,,,,,,Aura will have no effect on the skill itself,,灵气效果对本技能自身无效。
,,,,,,5,,,,,,,,,,,,,
,,,,,,6,text,text,（僅限單手劍、雙劍除外）習得此技能後，獲得破壞之刃的被動威力提升效果。效果量為:技能倍率+${20*SLv+$BDEX*0.5}%。,,,,,,,,,,
,,,,,,,,skill,破壞之刃,,,,,,,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
17,,非預設,雙劍,,,3,,total_damage_B,10,,,,,,,,,,
,,,,,,,,condition,下一招技能,,,,,,,,Next skill,,下一招技能
,,,,,,2,,end_condition,直到下一招技能,,,,,,,,Unitl the next skill,,直到下一招技能
,,,,,,4,,,,,,,,,,,,,
,,,,,,5,list,text,使用任意技能後，即使不是攻擊技能，靈氣狀態都會消失。,,,,,,,,"If any skills is casted, even if it is not attack skills, Aura will end",,使用任意技能后，即使不是攻击技能，灵气状态都会消失。
,,,,,,6,,,,,,,,,,,,,
17,,非預設,雙手劍,,,1,,frequency,1,,,,,,,,,,
,,,,,,2,,additional_meele,"Math.max(0,10*SLv-50)",,,,,,,,,,
,,,,,,,,end_condition,直到下一招技能,,,,,,,,Until the next skill,,直到下一招技能
,,,,,,3,,total_damage_B,30,,,,,,,,,,
,,,,,,,,condition,下一招技能,,,,,,,,Next skill,,下一招技能
,,,,,,4,,,,,,,,,,,,,
,,,,,,5,list,text,使用任意技能後，即使不是攻擊技能，靈氣狀態都會消失。,,,,,,,,"If any skills is casted, even if it is not attack skills, Aura will end",,使用任意技能后，即使不是攻击技能，灵气状态都会消失。
,,,,,,6,,,,,,,,,,,,,
17,,歷史紀錄,0,2024/04/18,,-,text,text,增加單手劍限定的被動效果。,,,,,,,,,,
,,,,,,6,,text,無此效果,,,,,,,,,,
18,劍斗,預設/and,單手劍,盾牌,,1,effect,name,劍斗,,0 ,,瞬發,不可放入連擊的第一招,快,,Gladiate,,剑斗
,,,,,,,,end_condition,${SLv}次,,,,,,,,,,${SLv}次
,,,,,,,,duration,10,,,,,,,,,,
,,,,,,,,caption,受到的傷害減輕${SLv*2}%，減傷的同時回復((總攻擊MP回復×${SLv/10}))的MP。,,,,,,,,"Reduce incoming damage by ${SLv}%, and recover ((Total AMPR×${SLv/10}))MP when hit.",,受到的伤害减轻${SLv*2}%，减伤的同时回复((总攻击MP回复×${SLv/10}))的MP。
,,,,,,,,action_frame,61~37,,,,,,,,,,
,,,,,,-,extra,condition,持續時間結束時,,,,,,,,When buff ends,,持续时间结束时
,,,,,,,,caption,若減傷次數尚有剩餘，回復((剩餘次數×10))的MP。,,,,,,,,"If there are remaining damage reduction counts left, recover ((remaining counts×10))MP.",,若减伤次数尚有剩余，回复((剩余次数×10))的MP。
,,,,,,2,,,,,,,,,,,,,
18,,非預設,單手劍,,,1,,caption,受到的傷害減輕${SLv}%，減傷的同時回復((總攻擊MP回復×${SLv/10}))的MP。,,,,,,,,,,
18,,非預設,雙劍,,,1,,caption,受到的傷害減輕${SLv*2}%，減傷的同時回復((總攻擊MP回復×${SLv/40}))的MP。,,,,,,,,"Reduce incoming damage by ${SLv}%, and recover ((Total AMPR×${SLv/10}))MP when hit.",,受到的伤害减轻${SLv*2}%，减伤的同时回复((总攻击MP回复×${SLv/40}))的MP。
,,,,,,2,tips,text,注意，雙劍的總攻擊MP回復是普通的兩倍。請看#[雙劍特性說明]。,,,,,,,,"Be noted, ampr of dual swords is double the normal amount. Please refer to #[Dual Sword Characteristics Description].",,注意，双剑的总攻击MP回复是普通的两倍。请看#[双剑特性说明]。
18,,非預設,雙手劍,,,1,,caption,受到的傷害減輕${SLv*2}%，減傷的同時回復((總攻擊MP回復×${75*SLv/1000}))的MP。,,,,,,,,"Reduce incoming damage by ${SLv}%, and recover ((Total AMPR×${SLv/10}))MP when hit.",,受到的伤害减轻${SLv*2}%，减伤的同时回复((总攻击MP回复×${75*SLv/1000}))的MP。
18,,歷史紀錄,0,2025/04/24,,1,,caption,受到的傷害減輕${SLv}%，減傷的同時回復((總攻擊MP回復×${SLv/10}))的MP。,,,,,,,,,,
19,錘擊,預設,雙手劍,,,-,proration,damage,physical,,100 ,main,瞬發,可以放入連擊,快,,,,
,,,,,,-,damage,name,錘擊,,,,,,,,,,
,,,,,,,,constant,100,,,,,,,,,,
,,,,,,,,multiplier,100+5*SLv+$VIT+$BSTR*0.2,,,,,,,,,,
,,,,,,,,radius,3,,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,-,extra,condition,對處於#[控制類異常]的目標,,,,,,,,,,
,,,,,,,,caption,此傷害#[必定暴擊]。,,,,,,,,,,
,,,,,,-,extra,condition,連續使用此技能時,,,,,,,,,,
,,,,,,,,caption,MP消耗變為0、使慣性類型變為一般攻擊、無法於連擊開頭使用。,,,,,,,,,,
,,,,,,-,list,text,使用任意技能，都會使MP消耗為0的狀態中斷。,,,,,,,,,,
20,橫斬披靡,預設,雙手劍,,,-,text,text,以自身為中心施展橫斬披靡，捲入越多敵人時威力越強，並能回復MP。,,300 ,main,瞬發,可以放入連擊,稍快,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,mark,橫斬披靡,,,,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,-,damage,name,橫斬披靡,,,,,,,,,,
,,,,,,,,constant,150+15*SLv+$VIT,,,,,,,,,,
,,,,,,,,multiplier,150+10*SLv+$STR*0.5*extra[0],,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,,,radius,3,,,,,,,,,,
,,,,,,,,end_position,self,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,-,formula_extra,texts,(命中的敵人數量-1),,,,,,,,,,
,,,,,,-,extra,caption,MP回復((100×(命中的敵人數量-1) )),,,,,,,,,,
,,,,,,,,condition,命中多個敵人時,,,,,,,,,,
,,,,,,-,list,text,公式中的命中敵人數量，最大為4。,,,,,,,,,,
,,,,,,-,list,text,回復的MP量不可超過施展時的實際消費MP。,,,,,,,,,,
,,,,,,,,mark,實際消費MP,,,,,,,,,,
21,風暴烈焰,預設,雙手劍,,,-,text,text,習得此技能後，每次一般攻擊命中都會累積風之力層數。發動此技能時，消耗風之力層數提高技能倍率、攻擊範圍、MP回復量。,,200 ,16 ,瞬發,可以放入連擊,稍快,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,mark,風之力層數,,,,,,,,,,
,,,,,,-,list,text,風之力層數的上限為((10+角色基礎DEX÷25))，單次技能最多消耗10層。,,,,,,,,,,
,,,,,,,,mark,風之力層數,,,,,,,,,,
,,,,,,-,list,text,爆氣斬的一般攻擊動作可以增加2層風之力層數。,,,,,,,,,,
,,,,,,,,mark,風之力層數,,,,,,,,,,
,,,,,,,,skill,爆氣斬,,,,,,,,,,
,,,,,,-,list,text,錘擊在消耗MP為0時也可以提升風之力層數（一次技能+1層，與命中數無關）。,,,,,,,,,,
,,,,,,,,skill,錘擊,,,,,,,,,,
,,,,,,,,mark,風之力層數,,,,,,,,,,
,,,,,,-,list,text,至少要有一層風之力層數才能施展本技能，否則會白白浪費MP。,,,,,,,,,,
,,,,,,,,mark,風之力層數,,,,,,,,,,
,,,,,,-,stack,id,1,,,,,,,,,,
,,,,,,,,min,1,,,,,,,,,,
,,,,,,,,max,10,,,,,,,,,,
,,,,,,,,name,風之力層數,,,,,,,,,,
,,,,,,,,default,1,,,,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,-,damage,name,風暴烈焰,,,,,,,,,,
,,,,,,,,constant,100+10*SLv+$VIT,,,,,,,,,,
,,,,,,,,multiplier,(50+5*SLv)*stack,,,,,,,,,,
,,,,,,,,stack_id,1,,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,,,effective_area,line,,,,,,,,,,
,,,,,,,,radius,2+0.4*stack,,,,,,,,,,
,,,,,,,,move_distance,16,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,-,extra,caption,MP回復${4*stack*stack},,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,-,list,text,此技能傷害不受大師級劍術影響。,,,,,,,,,,
,,,,,,,,skill,大師級劍術,,,,,,,,,,
22,守護之刃,預設,雙手劍,,,-,text,text,自身獲得守護之刃狀態，強化自身的防禦能力。,,,300 ,瞬發,可以放入連擊,快,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,mark,守護之刃,,,,,,,,,,
,,,,,,-,effect,name,守護之刃,,,,,,,,,,
,,,,,,,,duration,70,,,,,,,,,,
,,,,,,,,physical_resistance,SLv,,,,,,,,,,
,,,,,,,,magic_resistance,SLv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,-,extra,condition,新獲得狀態時（覆蓋狀態不算）,,,,,,,,,,
,,,,,,,,caption,當前阻擋力回復((${2.5*SLv}+角色總VIT×0.1))%。,,,,,,,,,,
,,,,,,-,extra,caption,使武器精煉值如同防具精煉值般作用（即所有傷害減輕((武器精煉值))%）,,,,,,,,,,
,,,,,,,,mark,武器精煉值,,,,,,,,,,
,,,,,,-,extra,caption,使該次傷害附帶的#[控制類異常]無效化。,,,,,,,,,,
,,,,,,,,condition,發生精準阻擋時,,,,,,,,,,
,,,,,,-,list,text,當阻擋力歸零，此狀態將立即結束，並且在阻擋功能可用之前將無法再次使用本技能。,,,,,,,,,,
,,,,,,-,list,text,#[控制類異常]無效化的效果，對紅字異常亦適用。,,,,,,,,,,
23,魔怪斬,預設,雙手劍,,,-,text,text,對目標進行魔怪斬，並在目標當前位置腳下放置鬼力，鬼力會在4秒後對範圍內敵人造成鬼力爆發傷害。,,500 ,main,瞬發,可以放入連擊,稍慢,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,mark,"鬼力爆發,魔怪斬",,,,,,,,,,
,,,,,,-,list,text,鬼力為可疊層狀態，最高可累積20層，單次技能最多消耗10層。,,,,,,,,,,
,,,,,,,,mark,鬼力,,,,,,,,,,
,,,,,,-,list,text,進入戰鬥時，會立即獲得${Math.floor(SLv/2)}鬼力層數，此外每次進行以下行動都會使層數+1：踩到攻擊警告範圍、受到傷害、精準阻擋成功。,,,,,,,,,,
,,,,,,,,mark,鬼力,,,,,,,,,,
,,,,,,-,stack,id,1,,,,,,,,,,
,,,,,,,,min,0,,,,,,,,,,
,,,,,,,,max,10,,,,,,,,,,
,,,,,,,,name,消耗鬼力層數,,,,,,,,,,
,,,,,,,,default,10,,,,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,-,damage,name,魔怪斬,,,,,,,,,,
,,,,,,,,constant,$DEX,,,,,,,,,,
,,,,,,,,multiplier,$BSTR+$BVIT,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,-,damage,name,鬼力爆發,,,,,,,,,,鬼力爆发
,,,,,,,,constant,500,,,,,,,,,,
,,,,,,,,multiplier,200*stack,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,stack_id,1,,,,,,,,,,
,,,,,,,,radius,2,,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,-,extra,physical_pierce,SLv*stack,,,,,,,,,,
,,,,,,-,extra,condition,動作期間,,,,,,,,,,
,,,,,,,,caption,免疫#[控制類異常]。,,,,,,,,,,
,,,,,,-,list,text,算上此技能的加成，角色物理貫穿超出100的部分會提升魔怪斬(第一段傷害)的倍率：每1點物理貫穿使魔怪斬的傷害倍率+1。,,,,,,,,,,
,,,,,,,,mark,"物理貫穿,魔怪斬",,,,,,,,,,
,,,,,,-,text,text,魔怪斬施展後，獲得鬼力附身效果。,,,,,,,,,,
,,,,,,,,mark,"鬼力附身,魔怪斬",,,,,,,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,1,effect,name,鬼力附身,,,,,,,,,,
,,,,,,,,duration,10+5*SLv,,,,,,,,,,
,,,,,,,,caption,每次消耗MP都將回復HP，回復量為((消費MP量的平方÷100))。,,,,,,,,,,
,,,,,,,,stack_id,1,,,,,,,,,,
,,,,,,-,extra,condition,強化爆氣斬,,,,,,,,,,
,,,,,,,,caption,所有傷害倍率變為2倍、並附帶${stack*SLv}%的物理貫穿、DEF/MDEF懲罰減半。,,,,,,,,,,
,,,,,,-,extra,condition,狂戰士之怒狀態,,,,,,,,,,
,,,,,,,,caption,穩定率下降效果減半（例如-25%變成-12%）。,,,,,,,,,,
,,,,,,-,list,text,雖然鬼力爆發傷害在第一段許久後才造成，但計算傷害公式中的慣性值時，兩者取值相同。,,,,,,,,,,
